0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,
4084,S,TOaMEia1,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4085,S,TOaMEia2,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4086,S,TOaMEia3,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4087,S,SOaMIntegrityPrefL,,,17,0,0,16,0,4,4,0,0,0,1,0,0,""
4092,S,SSecurity,,,17,0,0,48,0,6,6,0,0,0,1,0,0,""
4099,S,TOaMInactivityTimer,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4100,S,TOaMTExtendedWait,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4101,S,TOaMHarqMaxTrDl,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4102,S,EOaMHarqMaxTxUl,,,4,1,0,4,5,15,0,0,0,0,1,0,0,""
4118,S,SDefaultUserInfoMac,,,17,0,0,8,0,2,2,0,0,0,1,0,0,""
4121,S,TOaMActS1OlHandling,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4122,S,TOaMActOptMmeSelection,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4123,S,EOverloadThreshold,,,4,1,0,4,2,3,0,0,0,0,1,0,0,""
4127,S,SOvlHandlingParams,,,17,0,0,16,0,8,8,0,0,0,1,0,0,""
4136,S,TOaMLncelPhyCellId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4137,S,TOaMActMFBI,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4138,S,TOaMMfbiPrId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4139,S,TOaMEutraCarrierFreq,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4140,S,TOaMAddFreqBandInd,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4141,S,SOaMAddSpectrEmissReq,,,17,0,0,8,0,2,2,0,0,0,1,0,0,""
4144,S,EOaMFreqBandIndPrio,,,4,1,0,4,1,2,0,0,0,0,1,0,0,""
4147,S,SUecMfbipr,,,17,0,0,24,0,5,5,0,0,0,1,0,0,""
4153,S,SUecMfbi,,,17,0,0,776,0,3,4,0,0,0,1,0,0,""
4158,S,EOaMT310NB,,,4,1,0,4,13,7,0,0,0,0,1,0,0,""
4166,S,TOaMTHalfRrcConNB,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4218,S,EFileId,,,4,1,0,4,7,81,0,0,0,0,1,0,0,""
4285,C,EFileId,EFileId_LSP_OS,,4,7,0,0,0,21,66,0,0,1,0,0,0,""
4289,C,EFileId,EFileId_LCP_A_OS,,4,7,0,0,0,17,70,0,0,1,0,0,0,""
4290,C,EFileId,EFileId_LCP_S_OS,,4,7,0,0,0,16,71,0,0,1,0,0,0,""
4300,S,SFwInfo,,,17,0,0,16,0,4,4,0,0,0,1,0,0,""
4327,S,EPostCase,,,4,1,0,4,6,34,0,0,0,0,1,0,0,""
4362,S,EPostState,,,4,1,0,4,32,3,0,0,0,0,1,0,0,""
4366,S,SPost,,,17,0,0,8,0,2,2,0,0,0,1,0,0,""
4377,S,EShellDisplayOption,,,4,1,0,4,3,6,0,0,0,0,1,0,0,""
4392,S,ECALinkType,,,4,1,0,4,3,5,0,0,0,0,1,0,0,""
4425,S,TRbIndex,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4426,S,TSessionIndex,,,2,0,0,2,0,0,0,0,0,0,0,0,0,""
4427,S,ERlcDataSendRespCause,,,4,1,0,4,3,7,0,0,0,0,1,0,0,""
4435,S,TUeId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4436,S,TRadioBearerId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4437,S,TPacketId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4438,S,SRbUePacketId,,,17,0,0,24,0,6,6,0,0,0,1,0,0,""
4445,S,SRbIndexUePacketId,,,17,0,0,40,0,7,7,0,0,0,1,0,0,""
4461,S,TStepGC,,,7,0,0,4,0,0,0,0,0,0,0,0,0,""
4465,S,EMeasurementGroupTypeWmp,,,4,1,0,4,4,15,0,0,0,0,1,0,0,""
4487,S,ETestModelId,,,4,1,0,4,11,17,0,0,0,0,1,0,0,""
4505,S,TLocalCellResId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4506,S,TPhyCellId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4507,S,TOaMPMax,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4508,S,TResourceBlock,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4509,S,EOaMGuardbandIndexDL,,,4,1,0,4,15,7,0,0,0,0,1,0,0,""
4517,S,TBoardId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4518,S,TCpuId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4519,S,TCpId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4520,S,TCarrierResourceId,,,14,0,0,16,0,16,0,0,0,0,1,0,0,""
4522,S,SAntennaData,,,17,0,0,32,0,5,5,0,0,0,1,0,0,""
4528,S,SRxAntennaMapping,,,17,0,0,8,0,2,2,0,0,0,1,0,0,""
4531,S,TRxPowerScaling,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4532,S,STxAntennaMapping,,,17,0,0,8,0,2,2,0,0,0,1,0,0,""
4535,S,TTxPowerScaling,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4536,S,TBooleanU8,,,0,0,0,1,0,0,0,0,0,0,0,0,0,""
4537,S,SMdtxPaAddress,,,17,0,0,20,0,7,7,0,0,0,1,0,0,""
4545,S,SMdtxPaConfig,,,17,0,0,248,0,3,4,0,0,0,1,0,0,""
4550,S,TAmountOfSlots,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4551,S,TLowestSlot,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4552,S,SCellSlotConf,,,17,0,0,16,0,4,4,0,0,0,1,0,0,""
4557,S,EUlResourceConfiguration,,,4,1,0,4,1,2,0,0,0,0,1,0,0,""
4560,S,SSectorBfWeightforAntenna,,,17,0,0,4,0,2,2,0,0,0,1,0,0,""
4563,S,SCalibrationCompensation,,,17,0,0,4,0,2,2,0,0,0,1,0,0,""
4566,S,SSectorAntennaInfo,,,17,0,0,20,0,5,5,0,0,0,1,0,0,""
4572,S,SCellSectorInfo,,,17,0,0,376,0,9,10,0,0,0,1,0,0,""
4583,S,SCellConfiguration,,,17,0,0,2912,0,36,40,0,0,0,1,0,0,""
4624,S,ELaaPatternId,,,4,1,0,4,2,3,0,0,0,0,1,0,0,""
4661,S,TUeIndexL3,,,2,0,0,2,0,0,0,0,0,0,0,0,0,""
4671,S,Api_header,,,17,0,0,16,0,10,10,0,0,0,1,0,0,""
4686,S,TOaMLnBtsId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4687,S,ELinkLatencyIndicator,,,4,1,0,4,1,2,0,0,0,0,1,0,0,""
4696,S,EEthStatus,,,4,1,0,4,4,5,0,0,0,0,1,0,0,""
4702,S,TRegContent,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4703,S,TRegAddr,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4710,S,EState,,,4,1,0,4,1,2,0,0,0,0,1,0,0,""
4727,S,ESyncFrameCounterId,,,4,1,0,4,2,4,0,0,0,0,1,0,0,""
4732,S,EFrameSyncMode,,,4,1,0,4,2,4,0,0,0,0,1,0,0,""
4737,S,TSyncFrameTimeRef,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4738,S,SSyncFrameTimeRef,,,17,0,0,28,0,7,7,0,0,0,1,0,0,""
4746,S,TSyncFrameTimeStamp,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4747,S,SSyncFrameTimeStamp,,,17,0,0,8,0,2,2,0,0,0,1,0,0,""
4750,S,TSyncFrameCounterValue,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4751,S,SSyncFrameCounterValue,,,17,0,0,8,0,2,2,0,0,0,1,0,0,""
4766,S,EControlUnitType,,,4,1,0,4,4,10,0,0,0,0,1,0,0,""
4777,S,TNumberOfPresence,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4778,S,EBoolean,,,4,1,0,4,1,2,0,0,0,0,1,0,0,""
4781,S,TChannelId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4782,S,TNbapAlarm,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4783,S,ELinkState,,,4,1,0,4,2,4,0,0,0,0,1,0,0,""
4788,S,TTransportPathIdentifier,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4789,S,TTransportIdentifier,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4790,S,STransportEndPoint,,,17,0,0,8,0,2,2,0,0,0,1,0,0,""
4793,S,TMcuNumber,,,0,0,0,1,0,0,0,0,0,0,0,0,0,""
4794,S,EAalType,,,4,1,0,4,3,3,0,0,0,0,1,0,0,""
4798,S,EAal2UpUsage,,,4,1,0,4,3,7,0,0,0,0,1,0,0,""
4806,S,EServiceCategory,,,4,1,0,4,3,4,0,0,0,0,1,0,0,""
4811,S,TAtmCellRate,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4812,S,TMillisecond,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4813,S,EConformanceDefinition,,,4,1,0,4,2,3,0,0,0,0,1,0,0,""
4817,S,STrafficParameters,,,17,0,0,16,0,4,4,0,0,0,1,0,0,""
4822,S,TVpi,,,0,0,0,1,0,0,0,0,0,0,0,0,0,""
4823,S,TVci,,,2,0,0,2,0,0,0,0,0,0,0,0,0,""
4824,S,TPathId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4825,S,SDccAesaFormat,,,17,0,0,20,0,1,2,0,0,0,1,0,0,""
4828,S,SIcdAesaFormat,,,17,0,0,20,0,1,2,0,0,0,1,0,0,""
4831,S,SE164AesaFormat,,,17,0,0,20,0,1,2,0,0,0,1,0,0,""
4834,S,SLocalAesaFormat,,,17,0,0,20,0,1,2,0,0,0,1,0,0,""
4837,S,UAesa,,,18,0,0,20,0,4,4,0,0,0,1,0,0,""
4842,S,EProtocolType,,,4,1,0,4,4,9,0,0,0,0,1,0,0,""
4852,S,ESaalUsage,,,4,1,0,4,2,3,0,0,0,0,1,0,0,""
4856,S,TMtuSize,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4857,S,EHeaderFormat,,,4,1,0,4,3,5,0,0,0,0,1,0,0,""
4863,S,SProtocolDescriptor,,,17,0,0,16,0,4,4,0,0,0,1,0,0,""
4868,S,EConnectionName,,,4,1,0,4,5,21,0,0,0,0,1,0,0,""
4887,C,EConnectionName,EConnectionName_AAL2S,,4,7,0,0,0,3,18,0,0,1,0,0,0,""
4890,S,SConnection,,,17,0,0,88,0,13,13,0,0,0,1,0,0,""
4904,S,EAal2PathType,,,4,1,0,4,2,4,0,0,0,0,1,0,0,""
4909,S,SConnRec,,,17,0,0,132,0,10,10,0,0,0,1,0,0,""
4926,S,TSfn,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4927,S,TBrowserContextId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4928,S,TBrowserProcedureId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4929,S,TBitMap,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4943,S,STestIfTestCase,,,17,0,0,76,0,4,5,0,0,0,1,0,0,""
4956,S,SLteRadioHeadResult,,,17,0,0,16,0,2,2,0,0,0,1,0,0,""
4965,S,EOptLink,,,4,1,0,4,12,8,0,0,0,0,1,0,0,""
4974,S,TElasticBufferFillLevel,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
4985,S,SduDataPool,,,17,0,0,12,0,3,3,0,0,0,1,0,0,""
5012,S,EHwapiResetServiceStatus,,,4,1,0,4,3,5,0,0,0,0,1,0,0,""
5022,S,EOicEthMode,,,4,1,0,4,2,3,0,0,0,0,1,0,0,""
5030,S,ECpriLink,,,4,1,0,4,16,466,0,0,0,0,1,0,0,""
5502,S,TUeGroup,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5503,S,EHandoverType,,,4,1,0,4,5,30,0,0,0,0,1,0,0,""
5534,S,TPucchResourceIndex,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5535,S,ESrPeriod,,,4,1,0,4,3,5,0,0,0,0,1,0,0,""
5541,S,TSrOffset,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5542,S,TUeSetupParamsConfigId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5543,S,TOaMSrProhibitTimerCatM,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5544,S,SUeSetupParams,,,17,0,0,32,0,8,8,0,0,0,1,0,0,""
5553,S,EDiscUWmpDcmUserContainer,,,4,1,0,4,1,2,0,0,0,0,1,0,0,""
5556,S,TOaMCqiAperPollT,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5557,S,TOaMCqiAperEnable,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5558,S,SCqiParamsWmp,,,17,0,0,12,0,3,3,0,0,0,1,0,0,""
5562,S,THarqMaxTrUl,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5563,S,ETmSupportIndicator,,,4,1,0,4,2,4,0,0,0,0,1,0,0,""
5568,S,EMeasGapOffset,,,4,1,0,4,2,3,0,0,0,0,1,0,0,""
5572,S,TMeasGapOffset,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5573,S,TOaMAnrUtraInactivityTimer,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5574,S,ETInactiveUtraAnrAction,,,4,1,0,4,2,3,0,0,0,0,1,0,0,""
5578,S,TDedicRaPreExpT,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5579,S,TCellResourceGroupId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5580,S,EMaxNumOfLayers,,,4,1,0,4,4,5,0,0,0,0,1,0,0,""
5586,S,STargetBLER,,,17,0,0,12,0,3,3,0,0,0,1,0,0,""
5590,S,SThroughputThresholdMonitoring,,,17,0,0,12,0,3,3,0,0,0,1,0,0,""
5594,S,TConfigId,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5595,S,EUlSpsNumEmptyTransmissions,,,4,1,0,4,4,5,0,0,0,0,1,0,0,""
5601,S,TP0NomPuschSps,,,5,0,0,4,0,0,0,0,0,0,0,0,0,""
5602,S,EAmrWbNb,,,4,1,0,4,1,2,0,0,0,0,1,0,0,""
5605,S,SUlSpsConfigDedicated,,,17,0,0,12,0,3,3,0,0,0,1,0,0,""
5609,S,SSidelinkConfigUe,,,17,0,0,12,0,3,3,0,0,0,1,0,0,""
5613,S,SNbUeParams,,,17,0,0,4,0,1,1,0,0,0,1,0,0,""
5615,S,SWmpUserContainer,,,17,0,0,216,0,42,42,0,0,0,1,0,0,""
5658,S,TCellIdDcm,,,2,0,0,2,0,0,0,0,0,0,0,0,0,""
5659,S,SSCellsParams,,,17,0,0,4,0,2,2,0,0,0,1,0,0,""
5662,S,TTpcPdcchStartOffsetDcm,,,2,0,0,2,0,0,0,0,0,0,0,0,0,""
5663,S,ETpcPdcchPeriodicityDcm,,,4,1,0,4,11,11,0,0,0,0,1,0,0,""
5675,S,STpcPdcchForPucchParamsDlDcm,,,17,0,0,8,0,3,3,0,0,0,1,0,0,""
5679,S,ECallTypeDcm,,,4,1,0,4,2,3,0,0,0,0,1,0,0,""
5683,S,TUeInactivityTimerDcm,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5684,S,TPayloadSizeDcm,,,4,0,0,4,0,0,0,0,0,0,0,0,0,""
5685,S,TLcpDcm,,,2,0,0,2,0,0,0,0,0,0,0,0,0,""
5686,S,TP0UePucchDcm,,,2,0,0,2,0,0,0,0,0,0,0,0,0,""
5687,S,SDlDcmMacPsContainerUSDcm,,,17,0,0,44,0,12,13,0,0,0,1,0,0,""
5701,S,STpcPdcchForPuschParamsUlDcm,,,17,0,0,8,0,3,3,0,0,0,1,0,0,""
5705,S,TLcgDcm,,,2,0,0,2,0,0,0,0,0,0,0,0,0,""
5706,S,TTxPowerAbsoluteDcm,,,2,0,0,2,0,0,0,0,0,0,0,0,0,""
5707,S,TMaxNumHarqRetransmissionsUlSchDcm,,,2,0,0,2,0,0,0,0,0,0,0,0,0,""
5708,S,TP0UePuschDcm,,,2,0,0,2,0,0,0,0,0,0,0,0,0,""
5709,S,TPathlossThDcm,,,2,0,0,2,0,0,0,0,0,0,0,0,0,""
5710,S,TPeriodicGrantIdxStsDCM,,,2,0,0,2,0,0,0,0,0,0,0,0,0,""
5711,S,SUlDcmMacPsContainerUSDcm,,,17,0,0,48,0,17,17,0,0,0,1,0,0,""
5729,S,SDcmUserContainerDcm,,,17,0,0,92,0,2,2,0,0,0,1,0,0,""
5730,F,SDcmUserContainerDcm,dlDcmMacPsContainerUS,SDlDcmMacPsContainerUSDcm,17,0,0,44,0,12,0,0,0,1,1,0,5687,""
5731,F,SDcmUserContainerDcm,ulDcmMacPsContainerUS,SUlDcmMacPsContainerUSDcm,17,0,44,48,0,17,0,0,0,1,1,0,5711,""
5732,S,UInnerUWmpDcmUserContainer,,,18,0,0,216,0,2,2,0,0,0,1,0,0,""
5735,S,UWmpDcmUserContainer,,,17,0,0,220,0,2,2,0,0,0,1,0,0,""